,direct_fixed,division_fixed,eff_year,award_id,total_funding
1388,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1991,78,12788570
1389,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1992,88,17985488
1390,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1993,69,11793874
1391,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1994,62,10670878
1392,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1995,68,13067634
1393,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1996,74,13579331
1394,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1997,66,13064663
1395,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1998,61,14650097
1396,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",1999,100,23241965
1397,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2000,109,57638886
1398,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2001,116,58209343
1399,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2002,80,37702571
1400,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2003,138,51229907
1401,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2004,78,27832871
1402,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2005,69,61646107
1403,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2006,93,27850053
1404,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2007,150,41872857
1405,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2008,152,58475028
1406,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2009,173,79051218
1407,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2010,144,105271062
1408,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2011,148,53960928
1409,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2012,141,49835977
1410,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2013,195,125703380
1411,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2014,244,105779979
1412,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2015,348,153057772
1413,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2016,389,152820509
1414,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2017,376,149795110
1415,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2018,414,132545060
1416,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2019,450,142393237
1417,Directorate for Computer & Information Science & Engineering,"division of civil, mechanical, and manufacturing innovation",2020,7,1567920
1419,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1965,1,4966833
1420,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1966,1,10672
1421,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1970,1,14592
1422,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1971,2,128994
1423,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1972,3,46726
1424,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1973,7,360809
1425,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1974,124,11931850
1426,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1975,276,16791086
1427,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1986,2,1315560
1428,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1987,56,67305581
1429,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1988,26,4172179
1430,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1989,43,42110360
1431,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1990,69,17234800
1432,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1991,79,49133762
1433,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1992,121,31755263
1434,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1993,150,43332070
1435,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1994,204,37910285
1436,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1995,124,30789689
1437,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1996,114,33346214
1438,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1997,152,69119692
1439,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1998,157,82205428
1440,Directorate for Computer & Information Science & Engineering,division of computer and network systems,1999,191,88817735
1441,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2000,219,106819010
1442,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2001,273,109993521
1443,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2002,403,190343003
1444,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2003,365,220309162
1445,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2004,395,176061139
1446,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2005,445,163075855
1447,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2006,584,192937823
1448,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2007,726,218322085
1449,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2008,493,213523986
1450,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2009,671,318676444
1451,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2010,696,346475244
1452,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2011,534,246753083
1453,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2012,602,288549334
1454,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2013,606,271084206
1455,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2014,660,294124988
1456,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2015,832,345837147
1457,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2016,722,266005231
1458,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2017,821,322427019
1459,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2018,838,305465695
1460,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2019,529,179147355
1461,Directorate for Computer & Information Science & Engineering,division of computer and network systems,2020,18,5181571
1464,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1961,1,49360
1465,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1962,1,1334824
1466,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1963,1,0
1467,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1964,2,2507640
1468,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1965,2,124426
1469,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1967,2,1339157
1470,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1968,1,236581
1471,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1969,11,3204370
1472,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1970,19,6554430
1473,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1971,19,2896341
1474,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1972,73,18324640
1475,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1973,36,2208859
1476,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1974,157,14669461
1477,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1975,214,12097819
1478,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1976,125,9539920
1479,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1977,154,12267641
1480,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1978,152,16211228
1481,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1979,143,12775588
1482,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1980,147,22288090
1483,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1981,129,30101900
1484,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1982,125,27605756
1485,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1983,138,32406881
1486,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1984,141,32368862
1487,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1985,175,30341868
1488,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1986,156,39099843
1489,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1987,175,32258184
1490,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1988,183,22082440
1491,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1989,188,25681995
1492,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1990,215,26577490
1493,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1991,257,31479843
1494,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1992,255,43593226
1495,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1993,200,28226257
1496,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1994,226,38118014
1497,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1995,252,41321911
1498,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1996,193,30697625
1499,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1997,226,44383278
1500,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1998,206,38432194
1501,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,1999,237,52141151
1502,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2000,305,124372035
1503,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2001,285,113138909
1504,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2002,320,148375743
1505,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2003,327,123053458
1506,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2004,256,72773458
1507,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2005,252,60996541
1508,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2006,275,77730567
1509,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2007,316,78020871
1510,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2008,348,108537559
1511,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2009,348,122271794
1512,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2010,294,112969112
1513,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2011,261,95217171
1514,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2012,307,112192053
1515,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2013,254,84819185
1516,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2014,206,55447083
1517,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2015,160,41880889
1518,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2016,89,15007298
1519,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2017,71,14218990
1520,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2018,70,22912512
1521,Directorate for Computer & Information Science & Engineering,division of computing and communication foundations,2019,12,2236976
1522,Directorate for Computer & Information Science & Engineering,division of environmental biology,1976,84,4613456
1523,Directorate for Computer & Information Science & Engineering,division of environmental biology,1977,128,3954188
1524,Directorate for Computer & Information Science & Engineering,division of environmental biology,1978,102,3820617
1525,Directorate for Computer & Information Science & Engineering,division of environmental biology,1979,111,4663173
1526,Directorate for Computer & Information Science & Engineering,division of environmental biology,1980,127,5120957
1527,Directorate for Computer & Information Science & Engineering,division of environmental biology,1981,113,4897451
1528,Directorate for Computer & Information Science & Engineering,division of environmental biology,1987,8,522118
1529,Directorate for Computer & Information Science & Engineering,division of environmental biology,1988,16,13635057
1530,Directorate for Computer & Information Science & Engineering,division of environmental biology,1989,13,3968420
1531,Directorate for Computer & Information Science & Engineering,division of environmental biology,1990,23,7105328
1532,Directorate for Computer & Information Science & Engineering,division of environmental biology,1991,34,6836976
1533,Directorate for Computer & Information Science & Engineering,division of environmental biology,1992,34,8100727
1534,Directorate for Computer & Information Science & Engineering,division of environmental biology,1993,21,8787212
1535,Directorate for Computer & Information Science & Engineering,division of environmental biology,1994,35,14817283
1536,Directorate for Computer & Information Science & Engineering,division of environmental biology,1995,31,11410013
1537,Directorate for Computer & Information Science & Engineering,division of environmental biology,1996,27,9494400
1538,Directorate for Computer & Information Science & Engineering,division of environmental biology,1997,33,17159903
1539,Directorate for Computer & Information Science & Engineering,division of environmental biology,1998,35,6875410
1540,Directorate for Computer & Information Science & Engineering,division of environmental biology,1999,18,1986115
1541,Directorate for Computer & Information Science & Engineering,division of environmental biology,2000,20,1877639
1542,Directorate for Computer & Information Science & Engineering,division of environmental biology,2001,5,285645
1543,Directorate for Computer & Information Science & Engineering,division of environmental biology,2002,2,195897
1546,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1976,579,16099071
1547,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1977,987,27323785
1548,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1978,880,23021614
1549,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1979,862,25109656
1550,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1980,847,28017104
1551,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1981,784,28094665
1552,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1982,1,8200
1553,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1985,1,1657039
1554,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1986,1,2487775
1555,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1987,31,19086957
1556,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1988,39,8553422
1557,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1989,58,33485827
1558,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1990,71,24228216
1559,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1991,68,21665860
1560,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1992,70,62263791
1561,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1993,69,29058066
1562,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1994,64,24103624
1563,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1995,71,32611634
1564,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1996,79,25013366
1565,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1997,77,17285335
1566,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1998,77,17429350
1567,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,1999,52,8355546
1568,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,2000,32,3523094
1569,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,2001,15,1414985
1570,Directorate for Computer & Information Science & Engineering,division of experimental and integrative activities,2002,4,176134
1573,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1961,5,395800
1574,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1962,7,535411
1575,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1963,1,276490
1576,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1964,3,167915
1577,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1965,2,633600
1578,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1966,5,364750
1579,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1967,22,17459582
1580,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1968,15,2637118
1581,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1969,29,9097945
1582,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1970,36,3925430
1583,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1971,46,6368850
1584,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1972,74,9981385
1585,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1973,41,6184533
1586,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1974,107,12440651
1587,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1975,184,12310169
1588,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1976,51,3643496
1589,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1977,35,3821996
1590,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1978,46,4497855
1591,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1979,38,4211897
1592,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1980,49,5099922
1593,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1981,49,5697196
1594,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1982,53,6005417
1595,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1983,53,7403237
1596,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1984,90,11049406
1597,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1985,81,10674577
1598,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1986,81,10486749
1599,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1987,113,16848233
1600,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1988,119,18681008
1601,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1989,135,22746758
1602,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1990,143,22612465
1603,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1991,173,25822864
1604,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1992,173,40634012
1605,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1993,166,31655722
1606,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1994,143,54269443
1607,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1995,147,30924928
1608,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1996,133,27712302
1609,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1997,181,54024569
1610,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1998,169,42906036
1611,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,1999,203,98161247
1612,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2000,282,153449835
1613,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2001,262,135863533
1614,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2002,292,141536100
1615,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2003,427,237412514
1616,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2004,322,138102598
1617,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2005,355,121610171
1618,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2006,333,106602462
1619,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2007,483,141957443
1620,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2008,444,140347753
1621,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2009,601,237165838
1622,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2010,499,179454469
1623,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2011,503,172983602
1624,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2012,519,219397364
1625,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2013,500,210762722
1626,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2014,499,195559188
1627,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2015,516,184506474
1628,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2016,607,229920725
1629,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2017,578,200765262
1630,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2018,582,211607458
1631,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2019,612,200298278
1632,Directorate for Computer & Information Science & Engineering,division of information and intelligent systems,2020,11,3217688
1633,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1972,5,159325
1634,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1973,7,956865
1635,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1974,19,1337400
1636,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1975,45,3015487
1637,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1976,50,2943519
1638,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1977,40,2334382
1639,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1978,57,5507228
1640,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1979,45,4415623
1641,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1980,64,6651411
1642,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1981,70,6604913
1643,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1982,102,9392375
1644,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1983,87,11314485
1645,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1984,84,9342892
1646,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1985,68,5493727
1647,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1986,31,2302698
1648,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1987,3,412892
1649,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1988,4,1019374
1650,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1989,3,1250278
1651,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1990,7,2785607
1652,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1991,10,759032
1653,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1992,11,1931218
1654,Directorate for Computer & Information Science & Engineering,division of microelectronic information processing systems,1993,1,269978
1655,Directorate for Computer & Information Science & Engineering,information technology research,2011,2,1016846
1656,Directorate for Computer & Information Science & Engineering,information technology research,2013,1,526806
1657,Directorate for Computer & Information Science & Engineering,information technology research,2014,1,14080
1658,Directorate for Computer & Information Science & Engineering,information technology research,2015,1,14740
1661,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1961,1,40160
1662,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1966,1,5900
1663,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1967,1,14136
1664,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1968,2,24005
1665,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1969,1,184135
1666,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1970,1,29440
1667,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1971,4,180295
1668,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1972,4,666390
1669,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1973,8,726779
1670,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1974,186,12837788
1671,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1975,659,17248320
1672,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1976,4,71800
1673,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1982,4,203300
1674,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1983,6,243776
1675,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1984,5,18978035
1676,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1985,32,222224171
1677,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1986,29,52400858
1678,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1987,21,2192083
1679,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1988,19,4368654
1680,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1989,20,112733646
1681,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1990,58,368173045
1682,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1991,47,8901289
1683,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1992,41,6930544
1684,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1993,35,5746460
1685,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1994,47,18837612
1686,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1995,53,69852464
1687,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1996,44,9438607
1688,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1997,56,524170326
1689,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1998,56,30624115
1690,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),1999,37,34539471
1691,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2000,35,106264206
1692,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2001,45,108729145
1693,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2002,53,40676178
1694,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2003,60,47613967
1695,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2004,55,50632890
1696,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2005,91,407940999
1697,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2006,32,79538892
1698,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2007,97,374902217
1699,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2008,95,35310888
1700,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2009,199,179194385
1701,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2010,175,187550868
1702,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2011,146,257408268
1703,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2012,241,111102864
1704,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2013,188,330025347
1705,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2014,194,150614803
1706,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2015,228,176247746
1707,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2016,276,310596129
1708,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2017,210,145099106
1709,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2018,307,225070790
1710,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2019,216,125576587
1711,Directorate for Computer & Information Science & Engineering,office of advanced cyberinfrastructure (oac),2020,12,6500051
1712,Directorate for Computer & Information Science & Engineering,ser,1976,94,4194888
1713,Directorate for Computer & Information Science & Engineering,ser,1977,103,4144600
1714,Directorate for Computer & Information Science & Engineering,ser,1978,91,3285093
1715,Directorate for Computer & Information Science & Engineering,ser,1979,89,3741325
1716,Directorate for Computer & Information Science & Engineering,ser,1980,79,6775225
1717,Directorate for Computer & Information Science & Engineering,ser,1981,70,2816192
